"Notes"	"2013 Urbanization"	"2013 Urbanization Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"NonCore (Nonmetro)"	"6"	"35-39 years"	"35-39"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	305	552636	55.19
	"NonCore (Nonmetro)"	"6"	"40-44 years"	"40-44"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	264	506647	52.11
	"NonCore (Nonmetro)"	"6"	"40-44 years"	"40-44"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	321	517637	62.01
	"NonCore (Nonmetro)"	"6"	"40-44 years"	"40-44"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	277	521529	53.11
	"NonCore (Nonmetro)"	"6"	"40-44 years"	"40-44"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	526	539442	97.51
	"NonCore (Nonmetro)"	"6"	"40-44 years"	"40-44"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	588	558317	105.32
	"NonCore (Nonmetro)"	"6"	"40-44 years"	"40-44"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	518	565803	91.55
	"NonCore (Nonmetro)"	"6"	"45-49 years"	"45-49"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	441	522580	84.39
	"NonCore (Nonmetro)"	"6"	"45-49 years"	"45-49"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	441	504200	87.47
	"NonCore (Nonmetro)"	"6"	"45-49 years"	"45-49"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	432	496546	87.00
	"NonCore (Nonmetro)"	"6"	"45-49 years"	"45-49"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	817	547157	149.32
	"NonCore (Nonmetro)"	"6"	"45-49 years"	"45-49"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	854	540995	157.86
	"NonCore (Nonmetro)"	"6"	"45-49 years"	"45-49"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	817	537947	151.87
	"NonCore (Nonmetro)"	"6"	"50-54 years"	"50-54"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	741	564413	131.29
	"NonCore (Nonmetro)"	"6"	"50-54 years"	"50-54"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	747	561709	132.99
	"NonCore (Nonmetro)"	"6"	"50-54 years"	"50-54"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	676	555427	121.71
	"NonCore (Nonmetro)"	"6"	"50-54 years"	"50-54"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	1468	575711	254.99
	"NonCore (Nonmetro)"	"6"	"50-54 years"	"50-54"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	1635	588843	277.66
	"NonCore (Nonmetro)"	"6"	"50-54 years"	"50-54"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	1473	587620	250.67
	"NonCore (Nonmetro)"	"6"	"55-59 years"	"55-59"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	1277	676542	188.75
	"NonCore (Nonmetro)"	"6"	"55-59 years"	"55-59"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	1227	653723	187.69
	"NonCore (Nonmetro)"	"6"	"55-59 years"	"55-59"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	1188	625793	189.84
	"NonCore (Nonmetro)"	"6"	"55-59 years"	"55-59"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	2552	664891	383.82
	"NonCore (Nonmetro)"	"6"	"55-59 years"	"55-59"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	2624	657380	399.16
	"NonCore (Nonmetro)"	"6"	"55-59 years"	"55-59"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	2501	633561	394.75
	"NonCore (Nonmetro)"	"6"	"60-64 years "	"60-64"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	1875	713423	262.82
	"NonCore (Nonmetro)"	"6"	"60-64 years "	"60-64"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	2019	709738	284.47
	"NonCore (Nonmetro)"	"6"	"60-64 years "	"60-64"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	1925	702153	274.16
	"NonCore (Nonmetro)"	"6"	"60-64 years "	"60-64"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	3835	691317	554.74
	"NonCore (Nonmetro)"	"6"	"60-64 years "	"60-64"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	4068	705830	576.34
	"NonCore (Nonmetro)"	"6"	"60-64 years "	"60-64"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	3903	700259	557.37
	"NonCore (Nonmetro)"	"6"	"65-69 years"	"65-69"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	2410	656765	366.95
	"NonCore (Nonmetro)"	"6"	"65-69 years"	"65-69"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	2451	659082	371.88
	"NonCore (Nonmetro)"	"6"	"65-69 years"	"65-69"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	2547	665862	382.51
	"NonCore (Nonmetro)"	"6"	"65-69 years"	"65-69"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	4532	630788	718.47
	"NonCore (Nonmetro)"	"6"	"65-69 years"	"65-69"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	4845	646336	749.61
	"NonCore (Nonmetro)"	"6"	"65-69 years"	"65-69"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	4732	653074	724.57
	"NonCore (Nonmetro)"	"6"	"70-74 years"	"70-74"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	3224	551757	584.32
	"NonCore (Nonmetro)"	"6"	"70-74 years"	"70-74"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	3444	561254	613.63
	"NonCore (Nonmetro)"	"6"	"70-74 years"	"70-74"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	3423	554766	617.02
	"NonCore (Nonmetro)"	"6"	"70-74 years"	"70-74"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	5071	522080	971.31
	"NonCore (Nonmetro)"	"6"	"70-74 years"	"70-74"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	5500	540279	1017.99
	"NonCore (Nonmetro)"	"6"	"70-74 years"	"70-74"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	5527	532285	1038.35
	"NonCore (Nonmetro)"	"6"	"75-79 years"	"75-79"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	3923	401552	976.96
	"NonCore (Nonmetro)"	"6"	"75-79 years"	"75-79"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	4105	382926	1072.01
	"NonCore (Nonmetro)"	"6"	"75-79 years"	"75-79"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	4380	410432	1067.17
	"NonCore (Nonmetro)"	"6"	"75-79 years"	"75-79"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	5388	356633	1510.80
	"NonCore (Nonmetro)"	"6"	"75-79 years"	"75-79"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	5552	345124	1608.70
	"NonCore (Nonmetro)"	"6"	"75-79 years"	"75-79"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	5782	371201	1557.65
	"NonCore (Nonmetro)"	"6"	"80-84 years"	"80-84"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	4961	274539	1807.03
	"NonCore (Nonmetro)"	"6"	"80-84 years"	"80-84"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	5088	260449	1953.55
	"NonCore (Nonmetro)"	"6"	"80-84 years"	"80-84"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	5189	269525	1925.24
	"NonCore (Nonmetro)"	"6"	"80-84 years"	"80-84"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	5583	223344	2499.73
	"NonCore (Nonmetro)"	"6"	"80-84 years"	"80-84"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	5671	214008	2649.90
	"NonCore (Nonmetro)"	"6"	"80-84 years"	"80-84"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	5805	217313	2671.26
	"NonCore (Nonmetro)"	"6"	"85-89 years"	"85-89"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	5898	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"85-89 years"	"85-89"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	5887	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"85-89 years"	"85-89"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	5882	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"85-89 years"	"85-89"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	4949	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"85-89 years"	"85-89"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	4956	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"85-89 years"	"85-89"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	5053	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"90-94 years"	"90-94"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	5649	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"90-94 years"	"90-94"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	5616	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"90-94 years"	"90-94"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	5612	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"90-94 years"	"90-94"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	3582	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"90-94 years"	"90-94"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	3402	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"90-94 years"	"90-94"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	3478	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"95-99 years"	"95-99"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	3090	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"95-99 years"	"95-99"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	2792	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"95-99 years"	"95-99"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	2996	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"95-99 years"	"95-99"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	1337	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"95-99 years"	"95-99"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	1262	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"95-99 years"	"95-99"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	1274	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"100+ years"	"100+"	"Female"	"F"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	861	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"100+ years"	"100+"	"Female"	"F"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	798	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"100+ years"	"100+"	"Female"	"F"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	765	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"100+ years"	"100+"	"Male"	"M"	"2020"	"2020"	"Diseases of the circulatory system"	"I00-I99"	172	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"100+ years"	"100+"	"Male"	"M"	"2021"	"2021"	"Diseases of the circulatory system"	"I00-I99"	166	Not Applicable	Not Applicable
	"NonCore (Nonmetro)"	"6"	"100+ years"	"100+"	"Male"	"M"	"2022 "	"2022"	"Diseases of the circulatory system"	"I00-I99"	169	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 2018-2022, Single Race"
"Query Parameters:"
"Five-Year Age Groups: 25-29 years; 30-34 years; 35-39 years; 40-44 years; 45-49 years; 50-54 years; 55-59 years; 60-64 years ;"
"65-69 years; 70-74 years; 75-79 years; 80-84 years; 85-89 years; 90-94 years; 95-99 years; 100+ years"
"ICD-10 Codes: I00-I99 (Diseases of the circulatory system)"
"Year/Month: 2020; 2021; 2022"
"Group By: 2013 Urbanization; Five-Year Age Groups; Gender; Year; ICD Chapter"
"Show Totals: False"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd-expanded.html for more information."
"---"
"Query Date: Jun 22, 2024 6:39:42 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 2018-2022 on CDC WONDER Online Database, released in 2024. Data are from the Multiple Cause of Death Files,"
"2018-2022, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10-expanded.html on Jun 22, 2024 6:39:42 PM"
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Ages 85-100."
"2. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Not Stated."
"3. The population figures for years 2022 and later are single-race estimates of the July 1 resident population, from the Vintage"
"2022 postcensal series released by the Census Bureau on June 22, 2023. The 2022 series is based on the Modified Blended Base"
"produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The Modified Blended Base consists of"
"the blend of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic Analysis Estimates, and 2020"
"Census data from the internal Census Edited File (CEF). The population figures for years 2021 are single-race estimates of the"
"July 1 resident population, based on the Blended Base produced by the US Census Bureau in lieu of the April 1, 2020 decennial"
"population count, from the Vintage 2021 postcensal series released by the Census Bureau on June 30, 2022. The population figures"
"for year 2020 are single-race estimates of the July 1 resident population, from the Vintage 2020 postcensal series based on"
"April 2010 Census, released by the Census Bureau on July 27, 2021. The population figures for year 2019 are single-race"
"estimates of the July 1 resident population, from the Vintage 2019 postcensal series based on April 2010 Census, released by the"
"Census Bureau on June 25, 2020. The population figures for year 2018 are single-race estimates of the July 1 resident"
"population, from the Vintage 2018 postcensal series based on April 2010 Census, released by the Census Bureau on June 20, 2019."
"More information: http://wonder.cdc.gov/wonder/help/ucd-expanded.html#Population Data."
"4. Beginning with the 2018 data, changes have been implemented that affect the counts for ICD-10 cause of death codes O00-O99"
"compared to previous practice. In addition, data for the cause of death codes O00-O99 for 2003 through 2017 reflect differences"
"in information available to individual states and probable errors. Caution should be used in interpreting these data. More"
"information can be found at: https://www.cdc.gov/nchs/maternal-mortality/."
"5. On March 11, 2021, the 2019 mortality data on CDC WONDER was updated with the 2019 mortality data updated by NCHS on March 4,"
"2021 to include corrected information for residents of Texas affecting 5 records previously coded to cause code *U01.4,"
"Terrorism involving firearms (homicide). The underlying and multiple cause of death codes for 5 records were corrected in the"
"2019 data. Underlying and multiple cause of death codes for those 5 records were recoded to Assault (homicide) by other and"
"unspecified firearm discharge, ICD-10 code X95. The corrected final death records replaces the data released on December 22,"
"2020."
