"Notes"	"2013 Urbanization"	"2013 Urbanization Code"	"ICD Chapter"	"ICD Chapter Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Medium Metro"	"3"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2012"	"2012"	24414	425439	5738.54
	"Medium Metro"	"3"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2013"	"2013"	25019	442429	5654.92
	"Medium Metro"	"3"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2014"	"2014"	25617	457576	5598.41
	"Medium Metro"	"3"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2015"	"2015"	26386	472853	5580.17
	"Medium Metro"	"3"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2016"	"2016"	26595	484237	5492.15
	"Medium Metro"	"3"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2017"	"2017"	27660	495569	5581.46
	"Medium Metro"	"3"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2018"	"2018"	27950	507489	5507.51
	"Medium Metro"	"3"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2019"	"2019"	28425	518298	5484.30
	"Medium Metro"	"3"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2020 "	"2020"	29076	529536	5490.84
"Total"	"Medium Metro"	"3"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"			287586	5129867	5606.11
"Total"	"Medium Metro"	"3"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"					765673	14652398	5225.58
"Total"	"Medium Metro"	"3"	"Diseases of the circulatory system"	"I00-I99"							1934448	490087738	394.71
"Total"	"Medium Metro"	"3"									1934448	490087738	394.71
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2010"	"2010"	147	1760251	8.35
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2011"	"2011"	131	1780762	7.36
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2012"	"2012"	168	1797829	9.34
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2013"	"2013"	157	1812146	8.66
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2014"	"2014"	145	1833486	7.91
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2015"	"2015"	173	1852225	9.34
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2016"	"2016"	165	1868400	8.83
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2017"	"2017"	155	1883635	8.23
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2018"	"2018"	164	1894393	8.66
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2019"	"2019"	159	1897028	8.38
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"	"2020 "	"2020"	179	1898708	9.43
"Total"	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Female"	"F"			1743	20278863	8.60
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2010"	"2010"	295	1842700	16.01
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2011"	"2011"	265	1866779	14.20
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2012"	"2012"	282	1892350	14.90
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2013"	"2013"	284	1909186	14.88
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2014"	"2014"	265	1933816	13.70
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2015"	"2015"	294	1954871	15.04
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2016"	"2016"	256	1973746	12.97
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2017"	"2017"	261	1994843	13.08
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2018"	"2018"	278	2010555	13.83
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2019"	"2019"	263	2013287	13.06
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"	"2020 "	"2020"	339	2015868	16.82
"Total"	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"	"Male"	"M"			3082	21408001	14.40
"Total"	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"25-34 years"	"25-34"					4825	41686864	11.57
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2010"	"2010"	430	1719742	25.00
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2011"	"2011"	500	1689508	29.59
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2012"	"2012"	450	1681510	26.76
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2013"	"2013"	409	1678665	24.36
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2014"	"2014"	461	1678395	27.47
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2015"	"2015"	425	1679826	25.30
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2016"	"2016"	448	1677231	26.71
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2017"	"2017"	451	1692982	26.64
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2018"	"2018"	481	1717125	28.01
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2019"	"2019"	494	1736857	28.44
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"	"2020 "	"2020"	548	1759982	31.14
"Total"	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Female"	"F"			5097	18711823	27.24
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2010"	"2010"	877	1735149	50.54
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2011"	"2011"	849	1708278	49.70
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2012"	"2012"	855	1702826	50.21
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2013"	"2013"	875	1702022	51.41
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2014"	"2014"	862	1702454	50.63
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2015"	"2015"	811	1706713	47.52
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2016"	"2016"	899	1704375	52.75
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2017"	"2017"	818	1720006	47.56
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2018"	"2018"	888	1744261	50.91
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2019"	"2019"	937	1764048	53.12
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"	"2020 "	"2020"	1036	1785745	58.02
"Total"	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"	"Male"	"M"			9707	18975877	51.15
"Total"	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"35-44 years"	"35-44"					14804	37687700	39.28
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2010"	"2010"	1450	2039465	71.10
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2011"	"2011"	1435	2005353	71.56
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2012"	"2012"	1443	1967789	73.33
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2013"	"2013"	1371	1926185	71.18
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2014"	"2014"	1371	1894001	72.39
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2015"	"2015"	1440	1865439	77.19
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2016"	"2016"	1457	1837342	79.30
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2017"	"2017"	1335	1806867	73.88
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2018"	"2018"	1321	1772045	74.55
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2019"	"2019"	1337	1733275	77.14
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"	"2020 "	"2020"	1442	1708144	84.42
"Total"	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Female"	"F"			15402	20555905	74.93
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2010"	"2010"	3132	1981921	158.03
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2011"	"2011"	2993	1951956	153.33
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2012"	"2012"	3013	1917010	157.17
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2013"	"2013"	3018	1878607	160.65
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2014"	"2014"	2925	1850359	158.08
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2015"	"2015"	2857	1824829	156.56
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2016"	"2016"	2929	1799325	162.78
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2017"	"2017"	2796	1771029	157.87
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2018"	"2018"	2790	1737429	160.58
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2019"	"2019"	2625	1702363	154.20
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"	"2020 "	"2020"	2805	1677630	167.20
"Total"	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"	"Male"	"M"			31883	20092458	158.68
"Total"	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"45-54 years"	"45-54"					47285	40648363	116.33
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2010"	"2010"	2797	1793394	155.96
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2011"	"2011"	2767	1864423	148.41
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2012"	"2012"	2892	1883279	153.56
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2013"	"2013"	2946	1910096	154.23
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2014"	"2014"	3127	1937756	161.37
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2015"	"2015"	3299	1967098	167.71
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2016"	"2016"	3237	1989959	162.67
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2017"	"2017"	3385	2005772	168.76
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2018"	"2018"	3384	2016205	167.84
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2019"	"2019"	3430	2015817	170.15
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"	"2020 "	"2020"	3679	2008125	183.21
"Total"	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Female"	"F"			34943	21391924	163.35
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2010"	"2010"	5845	1694741	344.89
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2011"	"2011"	5988	1758643	340.49
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2012"	"2012"	6093	1772045	343.84
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2013"	"2013"	6156	1790209	343.87
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2014"	"2014"	6360	1811366	351.12
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2015"	"2015"	6447	1833444	351.63
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2016"	"2016"	6700	1851951	361.78
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2017"	"2017"	6860	1863435	368.14
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2018"	"2018"	7150	1872018	381.94
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2019"	"2019"	6876	1872271	367.25
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"	"2020 "	"2020"	7711	1863728	413.74
"Total"	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"	"Male"	"M"			72186	19983851	361.22
"Total"	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"55-64 years"	"55-64"					107129	41375775	258.92
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2010"	"2010"	4656	1164357	399.88
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2011"	"2011"	4748	1199201	395.93
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2012"	"2012"	4825	1273285	378.94
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2013"	"2013"	5035	1330824	378.34
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2014"	"2014"	5204	1391558	373.97
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2015"	"2015"	5516	1449007	380.67
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2016"	"2016"	5675	1507923	376.35
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2017"	"2017"	5937	1557441	381.20
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2018"	"2018"	6000	1603819	374.11
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2019"	"2019"	6217	1656602	375.29
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"	"2020 "	"2020"	6893	1717705	401.29
"Total"	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Female"	"F"			60706	15851722	382.96
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2010"	"2010"	7397	1036019	713.98
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2011"	"2011"	7621	1069620	712.50
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2012"	"2012"	7715	1139743	676.91
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2013"	"2013"	8158	1197020	681.53
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2014"	"2014"	8499	1252477	678.58
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2015"	"2015"	8940	1306600	684.22
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2016"	"2016"	9485	1358086	698.41
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2017"	"2017"	9770	1400101	697.81
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2018"	"2018"	10148	1437580	705.91
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2019"	"2019"	10364	1481813	699.41
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"	"2020 "	"2020"	11515	1530534	752.35
"Total"	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"	"Male"	"M"			99612	14209593	701.02
"Total"	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"65-74 years"	"65-74"					160318	30061315	533.30
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2010"	"2010"	10266	762858	1345.73
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2011"	"2011"	10190	765906	1330.45
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2012"	"2012"	10039	769025	1305.42
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2013"	"2013"	9866	776750	1270.16
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2014"	"2014"	9706	787270	1232.87
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2015"	"2015"	9798	798680	1226.77
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2016"	"2016"	9806	814798	1203.49
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2017"	"2017"	9986	834471	1196.69
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2018"	"2018"	10195	871833	1169.38
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2019"	"2019"	10545	901782	1169.35
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"	"2020 "	"2020"	10799	925016	1167.44
"Total"	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Female"	"F"			111196	9008389	1234.36
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2010"	"2010"	11153	570785	1953.98
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2011"	"2011"	11016	581850	1893.27
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2012"	"2012"	10591	590995	1792.06
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2013"	"2013"	11049	603754	1830.05
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2014"	"2014"	10967	619142	1771.32
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2015"	"2015"	11292	632988	1783.92
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2016"	"2016"	11110	649358	1710.92
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2017"	"2017"	11809	668441	1766.65
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2018"	"2018"	11953	703869	1698.19
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2019"	"2019"	12271	728795	1683.74
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"	"2020 "	"2020"	13044	751360	1736.05
"Total"	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"	"Male"	"M"			126255	7101337	1777.90
"Total"	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"75-84 years"	"75-84"					237451	16109726	1473.96
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2010"	"2010"	20002	363145	5507.99
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2011"	"2011"	20192	374788	5387.58
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2012"	"2012"	20199	381223	5298.47
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2013"	"2013"	20016	388068	5157.86
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2014"	"2014"	20080	392718	5113.08
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2015"	"2015"	20644	398076	5185.94
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2016"	"2016"	20424	400840	5095.30
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2017"	"2017"	20587	404197	5093.31
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2018"	"2018"	20590	406898	5060.24
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2019"	"2019"	20343	407341	4994.10
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"	"2020 "	"2020"	20569	408146	5039.62
"Total"	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Female"	"F"			223646	4325440	5170.48
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2010"	"2010"	10985	177286	6196.20
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2011"	"2011"	10929	187441	5830.63
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2012"	"2012"	11442	194197	5891.96
	"Small Metro"	"4"	"Diseases of the circulatory system"	"I00-I99"	"85+ years"	"85+"	"Male"	"M"	"2013"	"2013"	11841	202599	5844.55
